Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Mountainview Youth Correctional Facility,State,New Jersey,Annandale,8801,"Mountainview Youth Correctional Facility
31 Petticoat Lane
Annandale, New Jersey 08801","​Mountainview Youth Correctional Facility
31 Petticoat Lane
Annandale, New Jersey 08801",(908)-638-6191,https://www.nj.gov/corrections/pages/index.shtml,https://www.nj.gov/corrections/pages/StayingConnected.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey State Prison,State,New Jersey,Trenton,8625,"New Jersey State Prison
Third and Federal Streets
Trenton, NJ 08625","​New Jersey State Prison
P.O. Box 861
Trenton, New Jersey 08625",(609)-292-9700,New Jersey Department of Corrections | Official Website,https://www.nj.gov/corrections/pages/StayingConnected.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern State Prison,State,New Jersey,Newark,7114,"Northern State Prison
168 Frontage Road
Newark, New Jersey 07114","​Northern State Prison
P.O. Box 2300
Newark, New Jersey 07114",(973)-465-0068,https://www.nj.gov/corrections/pages/index.shtml,https://www.nj.gov/corrections/pages/StayingConnected.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern State Correctional Facility,State,New Jersey,Delmont,8314,"Southern State Correctional Facility
4295 Route 47
Delmont, New Jersey 08314","Southern State Correctional Facility
P.O. Box 150
Delmont, New Jersey 08314",(856)-785-1300,https://doc.vermont.gov/correctional-facilities/sscf-springfield,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Woods State Prison,State,New Jersey,	New Jersey,8302,"South Woods State Prison
215 South Burlington Rd.
Bridgeton, New Jersey 08302","South Woods State Prison
215 South Burlington Rd.
Bridgeton, New Jersey 08302",(856)-459-7000,https://www.nj.gov/corrections/pages/Visitation.html,https://www.nj.gov/corrections/pages/StayingConnected.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic County Jail,State,New Jersey,Mays Landing,8330,"Atlantic County Jail
5060 Atlantic Avenue
Mays Landing, NJ 08330","Atlantic County Justice Facility
5060 Atlantic Ave.
Mays Landing, NJ 08330",(609) 645-5855,https://www.atlanticcountynj.gov/home,https://www.atlanticcountynj.gov/government/county-departments/department-of-public-safety/division-of-adult-detention-atlantic-county-jail/inmate-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergen County Jail,State,New Jersey,Hackensack,7601,"Bergen County Jail
160 South River St
Hackensack, NJ 07601","Bergen County Jail
P.O. Box 0369
Hackensack, N.J. 07601-0369",201-336-3500,https://bcsd.us/bccrc,https://www.co.burlington.nj.us/497/Inmate-Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergen County Jail,State,New Jersey,Mt. Holly,8060,"Burlington County Department of Corrections
P.O. Box 6000
Mt. Holly, NJ 08060","Burlington County Department of Corrections
P.O. Box 6000
Mt. Holly, NJ 08060",201-336-3500,https://www.co.burlington.nj.us/468/Corrections---Jail,https://www.co.burlington.nj.us/497/Inmate-Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergen County Jail,State,New Jersey,,,"520 Market Street
Camden, New Jersey 08102","520 Market Street
Camden, New Jersey 08102",,https://www.camdencounty.com/service/corrections/,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape May County Jail,State,New Jersey,Court House,8210,"Cape May County Jail
9 N Main St, Cape May 
Court House, NJ 08210","Cape May County Jail
# 4 Moore Road DN-501
Cape May Court House, NJ 08210",(609) 463-6420,https://capemaycountynj.gov/,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Jail,State,New Jersey,Bridgeton,8302,"Cumberland County Jail
164 W. Broad St.
Bridgeton, NJ 08302","Cumberland County Jail
P.O. Box 717
54 W. Broad Street
Bridgeton, NJ 08302",(856) 453-2125,https://www.cumberlandcountynj.gov/doc,https://www.cumberlandcountynj.gov/doc-mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essex County Jail,State,New Jersey,Newark,7105,"Essex County Jail
354 Doremus Ave
Newark, NJ 07105","Essex County Jail
PO Box 96777
Las Vegas, NV 89193", (973) 274-7500,https://essexdoc.com/,https://essexdoc.com/inmate-info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester County Jail,State,New Jersey,Gloucester,23061,"Gloucester County Jail
70 Hunter Street
Woodbury, NJ 08096",,(856) 384-4607,https://www.gloucestercountynj.gov/,"Permanently closed


",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson County Jail,State,New Jersey,Kearny,7032,"Hudson County Jail
30-35 Hackensack Ave
Kearny, NJ 07032","""30-35 S Hackensack Ave
Kearny NJ 07032
""",(201) 395-5600,https://www.hcnj.us/,https://www.hcnj.us/corrections/correctional-center/inmate-mail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunterdon County Jail,State,New Jersey,Flemington,8822,"Hunterdon County Jail
71 Main Street, 
Flemington, NJ 08822","Hunterdon County Jail
P.O. Box 2900
Flemington, New Jersey 08822",(908) 788-1184,https://www.co.hunterdon.nj.us/246/Central-Printing-Mail-Records-Center,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer County Jail,State,New Jersey,Lambertville,8530,"Mercer County Jail
1750 River Rd
Lambertville, NJ 08530","Mercer County Jail
P.O. Box 8068 
640 S. Broad St. Trenton, NJ 08650-0068",(908) 788-1184,https://www.mercercounty.org/home,https://www.mercercounty.org/departments/corrections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer County Jail,State,New Jersey,New Brunswick,8901,"Mercer County Jail
75 Bayard Street
New Brunswick, NJ 08901",, (732) 297-3636,https://www.mercercounty.org/departments/corrections,https://www.mercercounty.org/departments/corrections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlesex County Jail,State,New Jersey,New Brunswick,8901,"Middlesex County Jail
75 Bayard Street
New Brunswick, NJ 08901","Middlesex County Jail
P.O. Box 266
North Brunswick, NJ 08903",(732) 297-3636,https://www.middlesexcountynj.gov/government/departments/department-of-public-safety-and-health/office-of-adult-correction-and-youth-services/adult-corrections/inmate-lookup,https://www.middlesexcountynj.gov/government/departments/department-of-public-safety-and-health/office-of-adult-correction-and-youth-services/adult-corrections/visiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth County Jail,State,New Jersey,Freehold,7728,"Monmouth County Jail
1 Waterworks Rd
Freehold, NJ 07728","Monmouth County Correctional Institution
1 Waterworks Road
Freehold, NJ 07728",(732) 431-7860,https://www.mcsonj.org/,https://www.mcsonj.org/divisions/corrections/inmate-mailing-address/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris County Correctional Facility,State,New Jersey,"Morristown,",7960,"Morris County Correctional Facility
43 John St
Morristown, NJ 07960","Morris County Correctional Facility
1 Waterworks Road
Freehold, NJ 07728", (973) 631-5174,https://www.morriscountynj.gov/Home,https://www.morriscountynj.gov/Departments/Jail/General-Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean County Jail,State,New Jersey,Toms River,8753,"Ocean County Jail
114 Hooper Ave
Toms River, NJ 08753","Ocean County Jail
P.O. Box 2191
Toms River, NJ 08754", (732) 929 - 2044,https://www.co.ocean.nj.us/,https://www.co.ocean.nj.us/oc/corrections/frmInmateInformation.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passaic County Jail,State,New Jersey,Paterson,7501,"Passaic County Jail
11 Marshall St
Paterson, NJ 07501",,(973) 389-5900,https://www.pcsheriff.org/,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem County Correctional Facility,State,New Jersey,"Woodstown,",8098,"Salem County Correctional Facility
125 Cemetery Rd
Woodstown, NJ 08098","Salem County Correctional Facility
125 Cemetery Rd
Woodstown, NJ 08098",(856) 769-4300,https://www.salemcountysheriff.com/,https://www.salemcountysheriff.com/corrections/mail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerset County Jail,State,New Jersey,Somerville,8876,"Somerset County Jail
40 Grove St
Somerville, NJ 08876",,(908) 231-7150,https://www.somersetcountynj.gov/government/elected-officials/sheriff-s-office/corrections-division,https://www.somersetcountynj.gov/government/elected-officials/sheriff-s-office/corrections-division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sussex County Jail,State,New Jersey,Newton,7860,"Sussex County Jail
41 High St
Newton, NJ 07860",,(973) 579-0875,https://www.sussexcountysheriff.com/correctional-facility,https://www.morriscountynj.gov/Departments/Jail/General-Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Jail,State,New Jersey,Elizabeth,7202,"Union County Jail
15 Elizabethtown Plaza
Elizabeth, NJ 07202",,(908) 527-4450,https://ucnj.org/sheriff/,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren County Correctional Center,State,New Jersey,Belvidere,7823,"Warren County Correctional Center
165 County Route 519 South
Belvidere, New Jersey 07823-1949","Warren County Correctional Center
175 County Route 519 South
Belvidere, NJ 07823-1950",(908) 475-7900,https://www.warrencountynj.gov/government/corrections-department,https://www.warrencountynj.gov/government/corrections-department/inmate-mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
