Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Century Correctional Institution,State,Florida,Century,32535-3659,"Century Correctional Institution
400 Tedder Road
Century, FL 32535-3659","Century Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-256-2600,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/106,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Correctional Institution,State,Florida,Punta Gorda,33955-9701,"Charlotte Correctional Institution
33123 Oil Well Road
Punta Gorda, FL 33955-9701","Charlotte Correctional Institution
P.O. Box 23608
Tampa, FL 33623",941-833-8100,https://www.fdc.myflorida.com/institutions/institutions-list/510,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Correctional Institution,State,Florida,Lake City,32025-2013,"Columbia Correctional Institution
216 S.E. Corrections Way
Lake City, FL 32025-2013","Columbia Correctional Institution
P.O. Box 23608
Tampa, FL 33623",386-754-7600,https://www.fdc.myflorida.com/institutions/institutions-list/columbia-correctional-institution,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross City Correctional Institution,State,Florida,Cross City,32628,"Cross City Correctional Institution
568 N. E. 255th Street
Cross City, FL 32628","Cross City Correctional Institution
P.O. Box 23608
Tampa, FL 33623",352-498-4741,https://www.fdc.myflorida.com/institutions/institutions-list/211,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dade Correctional Institution,State,Florida,"Florida City,",33034-6409,"Dade Correctional Institution
19000 S. W. 377th Street
Florida City, FL 33034-6409","Dade Correctional Institution
P.O. Box 23608
Tampa, FL 33623",305-242-1881,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/dade-correctional-institution,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desoto Correctional Institution Annex,State,Florida,Arcadia,34266-7800,"Desoto Annex
13617 S. E. Highway 70
Arcadia, FL 34266-7800","Desoto Annex
P.O. Box 23608
Tampa, FL 33623",863-494-3727,https://www.fdc.myflorida.com/institutions/institutions-list/564,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everglades Correctional Institution,State,Florida,Miami,33194,"Everglades Correctional Institution
1599 S. W. 187th Avenue
Miami, FL 33194","Everglades Correctional Institution
P.O. Box 23608
Tampa, FL 33623",305-228-2000,https://www.fdc.myflorida.com/institutions/institutions-list/401,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida State Prison,State,Florida,Raiford,32083,"Florida State Prison
23916 NW 83rd Ave
Raiford, FL 32083","Florida State Prison
P.O. Box 23608
Tampa, FL 33623",904-368-2500,https://www.fdc.myflorida.com/institutions/institutions-list/florida-state-prison,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Correctional Institution,State,Florida,Carrabelle,32322,"Franklin Correctional Institution
1760 Highway 67 North
Carrabelle, FL 32322","Franklin Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-697-1100,,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gadsden Correctional Facility,State,Florida,Quincy,32351-9100,"Gadsden Correctional Facility
6044 Greensboro Highway
Quincy, FL 32351-9100","Gadsden Correctional Facility
P.O. Box 23608
Tampa, FL 33623",850-875-9701,https://www.fdc.myflorida.com/institutions/institutions-list/111,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gadsden Re-Entry Center,State,Florida,Havana,32333,"Gadsden Re-Entry Center
630 Opportunity Lane
Havana, FL 32333","Gadsden Re-Entry Center
P.O. Box 23608
Tampa, FL 33623",850-539-2440,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/144,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graceville Correctional Institution,State,Florida,Graceville,32440,"Graceville Correctional Facility
5168 Ezell Road
Graceville, FL 32440","Graceville Correctional Facility
P.O. Box 23608
Tampa, FL 33623",850-263-5500,https://www.fdc.myflorida.com/institutions/institutions-list/159,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf Correctional Institution,State,Florida,Wewahitchka,32465-0010,"Gulf Correctional Institution
500 Ike Steele Road
Wewahitchka, FL 32465-0010","Gulf Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-639-1000,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/109,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Correctional Institution and Annex,State,Florida,Jasper,32052-1360,"Hamilton Correctional Institution and Annex
10650 S.W. 46th Street
Jasper, FL 32052-1360","Hamilton Correctional Institution and Annex
P.O. Box 23608
Tampa, FL 33623",386-792-5151,https://www.fdc.myflorida.com/institutions/institutions-list/250,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee Correctional Institution,State,Florida,Bowling Green,33834-9505,"Hardee Correctional Institution
6901 State Road 62
Bowling Green, FL 33834-9505","Hardee Correctional Institution
P.O. Box 23608
Tampa, FL 33623",863-767-3100,https://www.fdc.myflorida.com/institutions/institutions-list/501,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hernando Correctional Institution,State,Florida,Brooksville,34604-8167,"Hernando Correctional Institution
16415 Spring Hill Drive
Brooksville, FL 34604-8167","Hernando Correctional Institution
P.O. Box 23608
Tampa, FL 33623",352-754-6715,https://www.fdc.myflorida.com/institutions/institutions-list/336,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holmes Correctional Institution,State,Florida,Bonifay,32425-0190,"Holmes Correctional Institution
3142 Thomas Drive
Bonifay, FL 32425-0190","Holmes Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-547-8600,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/107,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homestead Correctional Institution,State,Florida,Florida City,33034-6409,"Homestead Correctional Institution
19000 S.W. 377th Street
Florida City, FL 33034-6409","Homestead Correctional Institution
P.O. Box 23608
Tampa, FL 33623",305-242-1770,https://www.fdc.myflorida.com/institutions/institutions-list/419,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Correctional Institution,State,Florida,Malone,32445-3144,"Jackson Correctional Institution
5563 10th Street
Malone, FL 32445-3144","Jackson Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-569-5260,https://www.fdc.myflorida.com/institutions/institutions-list/104,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Correctional Institution,State,Florida,Monticello,32344-0430,"Jefferson Correctional Institution
1050 Big Joe Road
Monticello, FL 32344-0430","Jefferson Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-342-0500,https://www.fdc.myflorida.com/institutions/institutions-list/103,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Correctional Institution,State,Florida,Clermont,34715-9025,"Lake Correctional Institution
19225 U.S. Highway 27
Clermont, FL 34715-9025","Lake Correctional Institution
P.O. Box 23608
Tampa, FL 33623",352-394-6146,https://www.fdc.myflorida.com/institutions/institutions-list/312,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancaster Correctional Institution,State,Florida,Trenton,32693-5641,"Lancaster Correctional Institution
3449 S.W. State Road 26
Trenton, FL 32693-5641","Lancaster Correctional Institution
P.O. Box 23608
Tampa, FL 33623",352-463-4100,https://www.fdc.myflorida.com/institutions/institutions-list/281,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawtey Correctional Institution,State,Florida,Lawtey,32058,"Lawtey Correctional Institution
22298 NE CR 200B
Lawtey, FL 32058","Lawtey Correctional Institution
P.O. Box 23608
Tampa, FL 33623",904-782-2000,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/lawtey-correctional-institution,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberty Correctional Institution,State,Florida,Bristol,32321-9711,"Liberty Correctional Institution
11064 N.W. Dempsey Barron Road
Bristol, FL 32321-9711","Liberty Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-643-9400,https://www.fdc.myflorida.com/institutions/institutions-list/120,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowell Correctional Institution,State,Florida,Ocala,34482-1479,"Lowell Correctional Institution
11120 NW Gainesville Rd.
Ocala, FL 34482-1479","Lowell Correctional Institution
P.O. Box 23608
Tampa, FL 33623",352-690-8900,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/314,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Correctional Institution,State,Florida,Madison,32340,"Madison Correctional Institution
382 Southwest MCI Way
Madison, FL 32340","Madison Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-973-5300,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/216,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion Correctional Institution,State,Florida,Ocala,34475,"Marion Correctional Institution
3269 NW 105th Street
Ocala, FL 34475","Marion Correctional Institution
P.O. Box 23608
Tampa, FL 33623",352-401-6400,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/304,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Correctional Institution,State,Florida,Indiantown,34956-4397,"Martin Correctional Institution
1150 S.W. Allapattah Road
Indiantown, FL 34956-4397","Martin Correctional Institution
P.O. Box 23608
Tampa, FL 33623",772-597-3705,https://www.fdc.myflorida.com/institutions/institutions-list/430,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayo Correctional Institution Annex,State,Florida,Mayo,32066-3458,"Mayo Correctional Institution Annex
8784 US Highway 27 West
Mayo, FL 32066-3458","Mayo Correctional Institution Annex
P.O. Box 23608
Tampa, FL 33623",386-294-4500,https://www.fdc.myflorida.com/institutions/institutions-list/212,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore Haven Correctional Facility,State,Florida,Moore Haven,33471-8837,"Moore Haven Correctional Facility
1282 FL-78
Moore Haven, FL 33471-8837","Moore Haven Correctional Facility
P.O. Box 23608
Tampa, FL 33623",863-946-2420,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/511,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Florida Reception Center and Annex,State,Florida,Chipley,32428-3597,"Northwest Florida Reception Center
4455 Sam Mitchell Drive
Chipley, FL 32428-3597","Northwest Florida Reception Center
P.O. Box 23608
Tampa, FL 33623",863-946-2420,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/110,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okaloosa Correctional Institution,State,Florida,Crestview,32539-6708,"Okaloosa Correctional Institution
3189 Colonel Greg Malloy Road
Crestview, FL 32539-6708","Okaloosa Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-682-0931,https://www.fdc.myflorida.com/institutions/institutions-list/115,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okeechobee Correctional Institution,State,Florida,Okeechobee,34972-4824,"Okeechobee Correctional Institution
3420 N.E. 168th Street
Okeechobee, FL 34972-4824","Okeechobee Correctional Institution
P.O. Box 23608
Tampa, FL 33623",863-462-5400,https://www.fdc.myflorida.com/institutions/institutions-list/115,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk Correctional Institution,State,Florida,Polk City,33868-6925,"Polk Correctional Institution
10800 Evans Road
Polk City, FL 33868-6925","Polk Correctional Institution
P.O. Box 23608
Tampa, FL 33623",863-984-2273,https://www.fdc.myflorida.com/institutions/institutions-list/polk-correctional-institution,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putnam Correctional Institution,State,Florida,East Palatka,32131-2100,"Putnam Correctional Institution
128 Yelvington Road
East Palatka, FL 32131-2100","Putnam Correctional Institution
P.O. Box 23608
Tampa, FL 33623",386-326-6800,https://www.fdc.myflorida.com/institutions/institutions-list/214,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Annex,State,Florida,Quincy,32351,"Quincy Annex
2225 Pat Thomas Parkway
Quincy, FL 32351","Quincy Annex
P.O. Box 23608
Tampa, FL 33623",850-627-5400,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/139,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reception and Medical Center,State,Florida,Lake Butler,32054-0628,"Reception and Medical Center
7765 S CR 231
Lake Butler, FL 32054-0628","Reception and Medical Center
P.O. Box 23608
Tampa, FL 33623",386-496-6000,https://www.fdc.myflorida.com/institutions/institutions-list/209,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sago Palm Re-Entry Center,State,Florida,Pahokee,33476,"Sago Palm Re-Entry Center
500 Bay Bottom Road
Pahokee, FL 33476","Sago Palm Re-Entry Center
P.O. Box 23608
Tampa, FL 33623",561-924-4320,https://www.fdc.myflorida.com/institutions/institutions-list/sago-palm-re-entry-center,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Rosa Correctional Institution,State,Florida,Milton,32583-7914,"Santa Rosa Correctional Institution
5850 East Milton Road
Milton, FL 32583-7914","Santa Rosa Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-983-5800,https://www.fdc.myflorida.com/institutions/institutions-list/119,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Bay Correctional Facility,State,Florida,South Bay,33493-2233,"South Bay Correctional Facility
600 U.S. Highway 27 South
South Bay, FL 33493-2233","South Bay Correctional Facility
P.O. Box 23608
Tampa, FL 33623",561-992-9505,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/south-bay-correctional-facility,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Florida Reception Center,State,Florida,Doral,33178-3003,"South Florida Reception Center
14000 NW 41st Street
Doral, FL 33178-3003","South Florida Reception Center
P.O. Box 23608
Tampa, FL 33623",305-592-9567,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/south-florida-reception-center,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumter Correctional Institution,State,Florida,Bushnell,33513-0667,"Sumter Correctional Institution
9544 County Road 476B
Bushnell, FL 33513-0667","Sumter Correctional Institution
P.O. Box 23608
Tampa, FL 33623","352-569-6100
352-568-4600",https://www.fdc.myflorida.com/institutions/institutions-list/307,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suwannee Correctional Institution,State,Florida,Live Oak,32060,"Suwannee Correctional Institution
5964 U.S. Highway 90
Live Oak, FL 32060","Suwannee Correctional Institution
P.O. Box 23608
Tampa, FL 33623",386-963-6530,https://www.fdc.myflorida.com/institutions/institutions-list/230,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Correctional Institution,State,Florida,Perry,32348-8747,"Taylor Correctional Institution
8501 Hampton Springs Road
Perry, FL 32348-8747","Taylor Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-838-4000,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/218,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomoka Correctional Institution,State,Florida,Daytona Beach,32124-1098,"Tomoka Correctional Institution
3950 Tiger Bay Road
Daytona Beach, FL 32124-1098","Tomoka Correctional Institution
P.O. Box 23608
Tampa, FL 33623",386-323-1070,https://www.fdc.myflorida.com/institutions/institutions-list/282,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Correctional Institution,State,Florida,Raiford,32083,"Union Correctional Institution
25636 NE SR-16
Raiford, FL 32083","Union Correctional Institution
P.O. Box 23608
Tampa, FL 33623",386-431-2000,https://www.fdc.myflorida.com/institutions/institutions-list/213,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakulla Correctional Institution,State,Florida,Crawfordville,32327-4963,"Wakulla Correctional Institution
110 Melaleuca Drive
Crawfordville, FL 32327-4963","Wakulla Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-410-1895,https://www.fdc.myflorida.com/institutions/institutions-list/118,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walton Correctional Institution,State,Florida,De Funiak Springs,32433-1831,"Walton Correctional Institution
691 Institution Road
De Funiak Springs, FL 32433-1831","Walton Correctional Institution
P.O. Box 23608
Tampa, FL 33623",850-951-1300,https://www.fdc.myflorida.com/institutions/institutions-list/108,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zephyrhills Correctional Institution,State,Florida,Zephyrhills,33541-9701,"Zephyrhills Correctional Institution
2739 Gall Boulevard
Zephyrhills, FL 33541-9701","Zephyrhills Correctional Institution
P.O. Box 23608
Tampa, FL 33623",813-782-5521,https://www.fdc.myflorida.com/institutions/list-of-major-institutions/573,https://www.fdc.myflorida.com/institutions/contact-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
