Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Estes Unit,State,Texas,Venus,76084,"1100 Hwy 1807
Venus, TX 76084
","1100 Hwy 1807
Venus, TX 76084",(972)-366-3334,https://www.tdcj.texas.gov/unit_directory/vs.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson Unit,State,Texas,Midway,75852,"12120 Savage Drive
Midway, TX 75852","12120 Savage Drive
Midway, TX 75852",(936)-348-3751 ,https://www.tdcj.texas.gov/unit_directory/fe.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formby State Jail,State,Texas,Plainview,79072,"998 County Road AA
Plainview, TX 79072","998 County Road AA
Plainview, TX 79072
",(806)-296-2448,https://www.tdcj.texas.gov/unit_directory/fb.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Stockton Transfer Facility,State,Texas,Fort Stockton,79735,"1536 IH-10 East
Fort Stockton, TX 79735","1536 IH-10 East
Fort Stockton, TX 79735",(432)-336-7676,https://www.tdcj.texas.gov/unit_directory/n5.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garza East,State,Texas,Beeville,78102,"4304 Highway 202
Beeville, TX 78102","4304 Highway 202
Beeville, TX 78102",(361)-358-9880 ,https://www.tdcj.texas.gov/unit_directory/ni.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gist State Jail,State,Texas,Beaumont,77705,"3295 FM 3514
Beaumont, TX 77705","3295 FM 3514
Beaumont, TX 77705",(409)-727-8400 ,https://www.tdcj.texas.gov/unit_directory/bj.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glossbrenner Unit,State,Texas,San Diego,78384,"5100 South FM 1329
San Diego, TX 78384","5100 South FM 1329
San Diego, TX 78384",(361)-279-2705 ,https://www.tdcj.texas.gov/unit_directory/so.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodman Unit/Transfer Facility,State,Texas,Jasper,75951,"349 Private Road 8430
Jasper, TX 75951","349 Private Road 8430
Jasper, TX 75951",(409)-383-0012 ,https://www.tdcj.texas.gov/unit_directory/gg.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goree Unit,State,Texas,Huntsville,77344,"7405 Hwy 75 South
Huntsville, TX 77344","7405 Hwy 75 South
Huntsville, TX 77344",(936)-295-6331 ,https://www.tdcj.texas.gov/unit_directory/gr.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurney Transfer Facility,State,Texas,Palestine,75803,"1385 FM 3328
Palestine, TX 75803","1385 FM 3328
Palestine, TX 75803",(903)-928-3118,https://www.tdcj.texas.gov/unit_directory/nd.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halbert Unit,State,Texas,Burnet,78611,"800 Ellen Halbert Drive
Burnet, TX 78611","800 Ellen Halbert Drive
Burnet, TX 78611",(512)-756-6171 ,https://www.tdcj.texas.gov/unit_directory/bb.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Unit,State,Texas,Bryan,77807,"200 Lee Morrison Lane
Bryan, TX 77807","200 Lee Morrison Lane
Bryan, TX 77807",(979)-779-1633 ,https://www.tdcj.texas.gov/unit_directory/jh.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Havins Unit,State,Texas,Brownwood,76801,"500 FM 45 East
Brownwood, TX 76801","500 FM 45 East
Brownwood, TX 76801",(325)-643-5575,https://www.tdcj.texas.gov/unit_directory/th.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henley State Jail,State,Texas,Dayton,77535,"7581 Hwy 321
Dayton, TX 77535","7581 Hwy 321
Dayton, TX 77535","(936)-258-2476 
",https://www.tdcj.texas.gov/unit_directory/lt.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dempsie Henley Unit,State,Texas,Dayton,77535,"902 FM 686
Dayton, TX 77535","902 FM 686
Dayton, TX 77535",(936)-258-8013 ,https://www.tdcj.texas.gov/unit_directory/lt.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilltop Unit,State,Texas,Gatesville,76598-2996,"1500 State School Road
Gatesville, TX 76598-2996","1500 State School Road
Gatesville, TX 76598-2996",(254)-865-8901,https://www.tdcj.texas.gov/unit_directory/ht.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hobby Unit,State,Texas,Marlin,76661,"742 FM 712
Marlin, TX 76661
","742 FM 712
Marlin, TX 76661",(254)-883-5561 ,https://www.tdcj.texas.gov/unit_directory/hb.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hodge Unit,State,Texas,Rusk,75785-3666,"379 FM 2972 West
Rusk, TX 75785-3666","P.O. Box 999
Rusk, TX 75785",(903)-683-5781 ,https://www.tdcj.texas.gov/unit_directory/hd.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holliday Unit Transfer Facility,State,Texas,Huntsville,77320-8443,"295 IH-45 North
Huntsville, TX 77320-8443","295 IH-45 North
Huntsville, TX 77320-8443",(936)-295-8200,https://www.tdcj.texas.gov/unit_directory/nf.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital Galveston,State,Texas,Galveston,77555,"701 Harborside Drive
Galveston, TX 77555","P.O. Box 48, Substation #1
Galveston, TX 77555",(409)-772-2875,https://www.tdcj.texas.gov/unit_directory/hg.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughes Unit,State,Texas,Gatesville,76597,"​3201 FM 929
Gatesville, TX 76597","Route 2 Box 4400
Gatesville, TX 76597",,https://www.tdcj.texas.gov/unit_directory/ah.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hutchins State Jail,State,Texas,Dallas,75241,"1500 East Langdon Road
Dallas, TX 75241","1500 East Langdon Road
Dallas, TX 75241",(972)-225-1304 ,https://www.tdcj.texas.gov/unit_directory/hj.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jester I Substance Abuse Felony Punishment Facility,State,Texas,Richmond,77406,"1 Jester Road
Richmond, TX 77406","1 Jester Road
Richmond, TX 77406",(281)-277-3030        (281)-277-3030 ,permanently closed,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jester III Prison Unit,State,Texas,Richmond,77406,"3 Jester Road
Richmond, TX 77406","3 Jester Road
Richmond, TX 77406",(281)-277-7000,https://www.tdcj.texas.gov/,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jester IV Psychiatric Unit,State,Texas,Richmond,77406,"4 Jester Road
Richmond, TX 77406","4 Jester Road
Richmond, TX 77406",(281)-277-3700 ,https://www.tdcj.texas.gov/unit_directory/j4.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnston Unit,State,Texas,Winnsboro,75494,"703 Airport Road
Winnsboro, TX 75494
","703 Airport Road
Winnsboro, TX 75494",(903)-342-6166 ,https://www.tdcj.texas.gov/unit_directory/jt.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Unit,State,Texas,Pampa,79065,"1992 Helton Road
Pampa, TX 79065","1992 Helton Road
Pampa, TX 79065",(806)-665-7070,https://www.lawyertexasparole.com/jordan-unit-parole/,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baten Transfer Facility,State,Texas,Pampa,79065,"1995 Helton Road
Pampa, TX 79065","1995 Helton Road
Pampa, TX 79065",(806)-665-7070 ,https://www.tdcj.texas.gov/unit_directory/nj.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kegans State Jail,State,Texas,Houston,77002,"707 Top Street
Houston, TX 77002","707 Top Street
Houston, TX 77002",(713)-224-6584 ,https://www.tdcj.texas.gov/unit_directory/hm.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Correctional Center,State,Texas,Kyle,78640,"23001 Interstate 35
Kyle, TX 78640","23001 Interstate 35
Kyle, TX 78640",(512)-268-0079,https://www.tdcj.texas.gov/unit_directory/ky.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBlanc Unit,State,Texas,Beaumont,77705,"3695 FM 3514
Beaumont, TX 77705","3695 FM 3514
Beaumont, TX 77705",(409)-724-1515,https://www.tdcj.texas.gov/unit_directory/ba.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Unit,State,Texas,Woodvill,75990,"777 FM 3497
Woodville, TX 75990","777 FM 3497
Woodville, TX 75990",(409)-283-8181 ,https://www.tdcj.texas.gov/unit_directory/gl.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindsey State Jail,State,Texas,Jacksboro,76458,"1620 FM 3344
Jacksboro, TX 76458","1620 FM 3344
Jacksboro, TX 76458",(940)-567-2272,https://www.tdcj.texas.gov/unit_directory/ln.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory S. Coleman Unit,State,Texas,Lockhart,78644,"1400 Industrial Boulevard
Lockhart, TX 78644","1400 Industrial Boulevard
Lockhart, TX 78644",(512)-398-3480 ,https://www.tdcj.texas.gov/unit_directory/lc.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopez State Jail,State,Texas,Edinburg,78542,"1203 El Cibolo Road
Edinburg, TX 78542","1203 El Cibolo Road
Edinburg, TX 78542",(956)-316-3810 ,https://www.tdcj.texas.gov/unit_directory/rl.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Unit,State,Texas,Navasota,77868,"1800 Luther Drive
Navasota, TX 77868","1800 Luther Drive
Navasota, TX 77868",(936)-825-7547,https://www.tdcj.texas.gov/unit_directory/p2.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam Lychner Unit,State,Texas,Humble,77396,"2350 Atascocita Road
Humble, TX 77396","2350 Atascocita Road
Humble, TX 77396",(281)-454-5036 ,https://www.tdcj.texas.gov/unit_directory/aj.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynaugh Unit,State,Texas,Fort Stockton,79735,"1098 South Highway 2037
Fort Stockton, TX 79735","1098 South Highway 2037
Fort Stockton, TX 79735",(432)-395-2938 ,https://www.tdcj.texas.gov/unit_directory/lh.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlin Transfer Facility,State,Texas,Marlin,76661-6588,"2893 State Hwy 6
Marlin, TX 76661-6588","2893 State Hwy 6
Marlin, TX 76661-6588",(254)-883-3858,https://www.tdcj.texas.gov/unit_directory/n1.html,https://www.tdcj.texas.gov/news/TDCJ_Announces_Revised_Book_Policy_to_Enhance_Safety_and_Reduce_Contraband.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
