Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Marion Correctional Institution Ohio,State,Ohio,Marion,43302,"Physical Address:
Marion Correctional Institution
940 Marion-Williamsport Road
Marion, Ohio 43302","Marion Correctional Institution
P.O. Box 57
Marion, Ohio 43302",(740)-382-5781,https://drc.ohio.gov/about/facilities/marion-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble Correctional Institution,State,Ohio,Caldwell,43724,"Noble Correctional Institution
15708 McConnelsville Road
Caldwell, Ohio 43724","Noble Correctional Institution
15708 McConnelsville Road
Caldwell, Ohio 43724",(740)-732-5188,https://drc.ohio.gov/about/facilities/noble-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Central Correctional Complex,State,Ohio,Marion,43302,"North Central Correctional Complex
670 Marion-Williamsport Road
Marion, Ohio 43302","North Central Correctional Complex
P.O. Box 1812
Marion, Ohio 43302",(740)-387-7040,https://drc.ohio.gov/about/facilities/north-central-correctional-complex,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Reintegration Center,State,Ohio,Cleveland,44115,"Northeast Reintegration Center
2675 East 30th Street
Cleveland, Ohio 44115","​Northeast Reintegration Center
2675 East 30th Street
Cleveland, Ohio 44115",(216)-771-6460,https://drc.ohio.gov/about/facilities/northeast-reintegration-center,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Reformatory for Women,State,Ohio,Marysville,43040,"Ohio Reformatory for Women
1479 Collins Avenue
Marysville, Ohio 43040","​Ohio Reformatory for Women
1479 Collins Avenue
Marysville, Ohio 43040",(937)-642-1065,https://drc.ohio.gov/about/facilities/ohio-reformatory-for-women,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio State Penitentiary,State,Ohio,Youngstown,44505,"Ohio State Penitentiary
878 Coitsville-Hubbard Road
Youngstown, Ohio 44505","​Ohio State Penitentiary
878 Coitsville-Hubbard Road
Youngstown, Ohio 44505",(330)-743-0700,https://drc.ohio.gov/about/facilities/ohio-state-penitentiary,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickaway Correctional Institution,State,Ohio,Orient,43146,"Pickaway Correctional Institution
11781 St. Route 762
Orient, Ohio 43146","​Pickaway Correctional Institution
P.O. Box 209
Orient, Ohio 43146",(614)-877-4362,https://drc.ohio.gov/about/facilities/pickaway-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richland Correctional Institution,State,Ohio,Mansfield,44905,"Richland Correctional Institution
1001 Olivesburg Road
Mansfield, Ohio 44905","​Richland Correctional Institution
P.O. Box 8107
Mansfield, Ohio 44905",(419)-526-2100,https://drc.ohio.gov/about/facilities/richland-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Correctional Institution,State,Ohio,Chillicothe,45601,"Ross Correctional Institution
16149 State Rt. 104
Chillicothe, Ohio 45601","​Ross Correctional Institution
P.O. Box 7010
Chillicothe, Ohio 45601",(740)-774-7050,https://drc.ohio.gov/about/facilities/ross-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southeastern Correctional ComplexSoutheastern Correctional Complex
Lancaster Unit",State,Ohio,Lancaster,43130,"Lancaster Unit
5900 B.I.S. Road
Lancaster, Ohio 43130","Lancaster Unit
5900 B.I.S. Road
Lancaster, Ohio 43130",(740)-653-4324,https://drc.ohio.gov/about/facilities/southeastern-correctional-institution,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southeastern Correctional Complex
Hocking Unit",State,Ohio,Nelsonville,45764,"Hocking Unit
16759 Snake Hollow Road
Nelsonville, Ohio 45764","Hocking Unit
P.O. Box 59
Nelsonville, Ohio 45764", (740)-753-1917,https://drc.ohio.gov/about/facilities/southeastern-correctional-institution,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Ohio Correctional Facility,State,Ohio,Lucasville,45699,"Southern Ohio Correctional Facility
1724 St. Rt. 728
Lucasville, Ohio 45699","​Southern Ohio Correctional Facility
P.O. Box 45699
Lucasville, Ohio 45699",(740)-259-5544,https://drc.ohio.gov/about/facilities/southern-ohio-correctional-facility,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toledo Correctional Institution,State,Ohio,Toledo,43608,"Toledo Correctional Institution
2001 East Central Avenue
Toledo, Ohio 43608","​Toledo Correctional Institution
P.O. Box 80033
Toledo, Ohio 43608",(419)-726-7977,https://drc.ohio.gov/about/facilities/toledo-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumbull Correctional Institution,State,Ohio,Leavittsburg,44430,"Trumbull Correctional Institution
5701 Burnett Road
Leavittsburg, Ohio 44430","Trumbull Correctional Institution
P.O. Box 901
Leavittsburg, Ohio 44430-0901


TCI Camp
P.O. Box 640
Leavittsburg, Ohio 44430",(330)-898-0820,https://drc.ohio.gov/about/facilities/trumbull-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren Correctional Institution Ohio,State,Ohio,Lebanon,45036,"Warren Correctional Institution
5787 State Route 63
Lebanon, Ohio 45036","Warren Correctional Institution
P.O. Box 120
Lebanon, Ohio 45036",(513)-932-3388,https://drc.ohio.gov/about/facilities/warren-correctional,https://drc.ohio.gov/visitation/general-mail-and-email/general-mail-and-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
