Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Maryland Correctional Institution - Hagerstown,,Maryland,Hagerstown,21746,"Maryland Correctional Institution - Hagerstown
18601 Roxbury Road
Hagerstown, Maryland 21746","​Maryland Correctional Institution - Hagerstown
18601 Roxbury Road
Hagerstown, Maryland 21746","(240)-420-1000
(877)-229-1351",https://dpscs.maryland.gov/locations/mcih.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Correctional Institution - Jessup,,Maryland,Jessup,20794,"Maryland Correctional Institution Jessup
7930 Brock Bridge Road
Jessup, MD 20794","Maryland Correctional Institution Jessup
Post Office Box 549
Jessup, Maryland 20794","(410)-799-7610
(877)-313-0632",https://dpscs.maryland.gov/locations/jci.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Correctional Institution for Women,,Maryland,Jessup,20794,"Maryland Correctional Institution for Women
7943 Brockbridge Road
Jessup, Maryland 20794","​Maryland Correctional Institution for Women
7943 Brockbridge Road
Jessup, Maryland 20794","(410)-379-3800
(877)-280-1185",https://dpscs.maryland.gov/locations/mciw.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Correctional Training Center,,Maryland,Hagerstown,21746,"Maryland Correctional Training Center
18800 Roxbury Road
Hagerstown, Maryland 21746","​Maryland Correctional Training Center
18800 Roxbury Road
Hagerstown, Maryland 21746","(240)-420-1601
(877)-692-8136",https://dpscs.maryland.gov/locations/mctc.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland Reception, Diagnostic and Classification Center",,Maryland,Baltimore,21202,"Maryland Reception, Diagnostic and Classification Center
550 East Madison Street
Baltimore, Maryland 21202","​Maryland Reception, Diagnostic and Classification Center
550 East Madison Street
Baltimore, Maryland 21202",(410)-878-3500,https://dpscs.maryland.gov/newsroom/press_releases/MDRCC_announces_emergency_transfer.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Transition Center,,Maryland,Baltimore,21202,"Metropolitan Transition Center
954 Forrest Street
Baltimore, Maryland 21202","​Metropolitan Transition Center
954 Forrest Street
Baltimore, Maryland 21202",(410)-837-2135,https://dpscs.maryland.gov/newsroom/press_releases/MDRCC_announces_emergency_transfer.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Branch Correctional Institution,,Maryland,Cumberland,21502,"North Branch Correctional Institution
14100 McMullen Highway, S.W.
Cumberland, Maryland 21502","​North Branch Correctional Institution
14100 McMullen Highway, S.W.
Cumberland, Maryland 21502",(301)-729-7400,https://dpscs.maryland.gov/locations/nbci.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poplar Hill Pre-Release Unit,,Maryland,Quantico,21856,"Poplar Hill Pre-Release Unit
24090 Nanticoke Road
Quantico, Maryland 21856","​Poplar Hill Pre-Release Unit
24090 Nanticoke Road
Quantico, Maryland 21856",(410)-845-4580,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxbury Correctional Institution,,Maryland,Hagerstown,21746,"Roxbury Correctional Institution
18701 Roxbury Road
Hagerstown, Maryland 21746","​Roxbury Correctional Institution
18701 Roxbury Road
Hagerstown, Maryland 21746","(240)-420-3000
(800)-464-0764",https://dpscs.maryland.gov/locations/rci.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Maryland Pre-Release Unit,,Maryland,Charlotte Hal,20622,"Southern Maryland Pre-Release Unit
14320 Oaks Road
Charlotte Hall, Maryland 20622","Southern Maryland Pre-Release Unit
14320 Oaks Road
Charlotte Hall, Maryland 20622",(301)-274-4701,Temporarily closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Correctional Institution,,Maryland,Cumberland,21502,"Western Correctional Institution
13800 McMullen Highway, S.W.
Cumberland, Maryland 21502","​Western Correctional Institution
13800 McMullen Highway, S.W.
Cumberland, Maryland 21502","(301)-729-7000
(877)-286-3965",https://dpscs.maryland.gov/locations/wci.shtml,https://dpscs.maryland.gov/inmateservs/mail_services.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
