Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Jess Dunn Correctional Center,State,Oklahoma,Taft,74463-0316,"601 South 124th Street West
Taft, OK 74463-0316","601 South 124th Street 
West, Taft, OK 74463
",(918)-682-7841,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-da076fba85,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim E. Hamilton Correctional Center,State,Oklahoma,Hodgen,74939-3064,"53468 Mineral Springs Road
Hodgen, OK 74939-3064","53468 Mineral Springs Road
Hodgen, OK 74939-3064",(918)-653-7831,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-892cdb6b88,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John H. Lilley Correctional Center,State,Oklahoma,Boley,74829,"407971 Highway 62E, Boley, OK 74829","407971 Highway 62E, Boley, OK 74829",(918)-667-3381,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-e4b91d9560,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Harp Correctional Center,State,Oklahoma,Lexington,73051,"16161 Moffat Rd.
Lexington, OK 73051","16161 Moffat Rd., 
Lexington, OK 73051
",(405)-527-5593,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-f0aea8ddb9,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Barnard Community Corrections Center,State,Oklahoma,Oklahoma City,73111,"Kate Barnard Community Corrections Center
3300 Martin Luther King Avenue
Oklahoma City, OK 73111","​Kate Barnard Community Corrections Center
3300 Martin Luther King Avenue
Oklahoma City, OK 73111",(405)-425-2900,"Permanently closed
",https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington Assessment & Reception Center,State,Oklahoma,"Lexington,",73051,"15151 Highway 39
Lexington, OK 73051","​15151 State Highway 39,  
Lexington, OK 73051
",(405)-527-5676,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-440943c076,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Bassett Correctional Center,State,Oklahoma,McLoud,74851,"29501 Kickapoo Road
McLoud, OK 74851","29501 Kickapoo Road
McLoud, OK 74851",(405)-964-3020,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-ff6ea6db76,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mack Alford Correctional Center,State,Oklahoma,Stringtown,74569-0220,"13001 North Highway 69, 
Atoka, OK 74525
","13001 North Highway 69, 
Atoka, OK 74525",(580)-346-7301,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-42ffa8ca15,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Fork Correctional Facility,State,Oklahoma,Sayre,73662,"North Fork Correctional Facility
1605 East Main
Sayre, OK 73662","​North Fork Correctional Facility
1605 East Main
Sayre, OK 73662",(580)-928-8200,https://www.corecivic.com/facilities/north-fork-correctional-facility,"Temporarily closed
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Oklahoma Correctional Center,State,Oklahoma,Vinita,74301,"442606 E 250 Road, 
Vinita, OK 74301
","442606 E 250 Road, 
Vinita, OK 74301
",(918)-256-3392,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-13b00dd86d,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City Community Corrections Center,State,Oklahoma,Oklahoma City,73118-7634,"315 West I-44 Service Road
Oklahoma City, OK 73118-7634","315 West I-44 Service Road
Oklahoma City, OK 73118-7634",(405)-463-7800,https://www.prisonpro.com/content/oklahoma-city-community-corrections-center,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State Penitentiary,State,Oklahoma,McAlester,74502-0097,"1301 N. West St.
McAlester, OK 74502-0097","1301 N. West St.
McAlester, OK 74502-0097",(918)-423-4700,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-e0c9c4e45c,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma State Reformatory,State,Oklahoma,Granite,73547,"1700 East First Street
Granite, OK 73547","1700 East First Street, 
Granite, OK 73547
",(580)-480-3700,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-a5b34e43ee,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union City Community Corrections Center,State,Oklahoma,Union City,73090,"700 North Highway 81 
Union City, OK  73090
","700 North Highway 81 
Union City, OK  73090
",(405)-483-5900,https://oklahoma.gov/doc/facilities.html#accordion-408e288960-item-f6b3b5c7e4,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-03/op030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Key Correctional Center,State,Oklahoma,Fort Supply,73841-9718,"William Key Correctional Center
One William S. Key Boulevard
Fort Supply, OK 73841-9718","​William Key Correctional Center
P.O. Box 61
Fort Supply, OK 73841-9718",(580)-766-2224,https://oklahoma.gov/doc/newsroom/2021/odoc-to-close-william-s--key-correctional-center.html,"Permanently closed



",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
