Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Marion Correctional Treatment Center,State,Virginia,Marion,24354-3145,"110 Wright Street
Marion, VA 24354-3145","3521 Woods Way
State Farm, Virginia 23160",(276)-783-7154,https://vadoc.virginia.gov/facilities-and-offices/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical College of Virginia,State,Virginia,Richmond,23298,"401 N. 12th Street
Richmond, VA 23298","3521 Woods Way
State Farm, Virginia 23160
",(804)-828-0804,https://vadoc.virginia.gov/facilities-and-offices/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nottoway Correctional Center,State,Virginia,Burkeville,23922,"2892 Schutt Road
Burkeville, VA 23922","3521 Woods Way
State Farm, Virginia 23160
",(434)-767-5543,https://vadoc.virginia.gov/facilities-and-offices/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Henry Correctional Unit,State,Virginia,Ridgeway,24148,"18155 A. L. Philpott Highway
Ridgeway, VA 24148","3521 Woods Way
State Farm, Virginia 23160
",(276)-957-2234,https://vadoc.virginia.gov/facilities-and-offices/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocahontas State Correctional Center,State,Virginia,Pocahontas,24635,"317 Old Mountain Road
Pocahontas, VA 24635","3521 Woods Way
State Farm, Virginia 23160
",(276)-945-9173,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powhatan Reception Center,State,Virginia,State Farm,23160,"3600 Woods Way
State Farm, VA 23160","3521 Woods Way
State Farm, Virginia 23160
",(804)-598-4251,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Onion State Prison,State,Virginia,Pound,24279,"10800 H. Jack Rose Highway
Pound, VA 24279","3521 Woods Way
State Farm, Virginia 23160
",(276)-796-7510,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River North Correctional Center,State,Virginia,Independence,24348,"329 Dell Brook Lane
Independence, VA 24348","3521 Woods Way
State Farm, Virginia 23160
",(276)-773-2518,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rustburg Correctional Unit,State,Virginia,Rustburg,24588,"479 Camp Nine Road
Rustburg, VA 24588","3521 Woods Way
State Farm, Virginia 23160
",(434)-332-7354,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Brides Correctional Center,State,Virginia,Chesapeake,23328,"701 Sanderson Road
Chesapeake, VA 23328","3521 Woods Way
State Farm, Virginia 23160
",(757)-421-6600,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sussex I State Prison,State,Virginia,Waverly,23891-1111,"24414 Musselwhite Drive
Waverly, VA 23891-1111","3521 Woods Way
State Farm, Virginia 23160
",(804)-834-9967,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sussex II State Prison,State,Virginia,"Waverly,",23891-2222,"24427 Musselwhite Drive
Waverly, VA 23891-2222","3521 Woods Way
State Farm, Virginia 23160
",(804)-834-2678,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallens Ridge State Prison,State,Virginia,Big Stone Gap,24219,"272 Dogwood Drive
Big Stone Gap, VA 24219","3521 Woods Way
State Farm, Virginia 23160
",(276)-523-3310,https://vadoc.virginia.gov/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wise Correctional Unit,State,Virginia,Coeburn,24230,"3602 Bear Lane
Coeburn, VA 24230","3521 Woods Way
State Farm, Virginia 23160
",(276)-679-9204,https://vadoc.virginia.gov/facilities-and-offices/,https://vadoc.virginia.gov/files/operating-procedures/800/vadoc-op-803-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
