Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Lieber Correctional Institution,State,South Carolina,Ridgeville,29472,"136 Wilborn Avenue
Ridgeville, SC 29472","P.O. Box 205
Ridgeville, SC 29472","(843)-875-3332
(803)-896-3700",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livesay Correctional Institution,State,South Carolina,Spartanburg,29303-4711,"104 Broadcast Drive
Spartanburg, SC 29303-4711","P.O. Box 580
Una, SC 29378","(864)-594-4915
(803)-734-1375",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Savannah Pre-Release Center,State,South Carolina,Aiken,29801,"361 Wire Road
Aiken, SC 29801","361 Wire Road
Aiken, SC 29801",(803)-648-8865,https://directory.charlestondiocese.org/correctional/lower-savannah-pre-release-center/,permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacDougall Correctional Institution,State,South Carolina,Ridgeville,29472,"1516 Old Gilliard Road
Ridgeville, SC 29472","1516 Old Gilliard Road
Ridgeville, SC 29472","(803)-737-3036
(843)-875-0880
(843)-688-5251",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manning Correctional Institution,State,South Carolina,Columbia,29203-3173,"502 Beckman Road
Columbia, SC 29203-3173","502 Beckman Road
Columbia, SC 29203-3173",(803)-935-6000,https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCormick Correctional Institution,State,South Carolina,McCormick,29899,"386 Redemption Way
McCormick, SC 29899","386 Redemption Way
McCormick, SC 29899","(864)-443-2114
(803)-734-0330",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmer Pre-Release Center,State,South Carolina,Florence,29501,"2012 Pisgah Road
Florence, SC 29501","2012 Pisgah Road
Florence, SC 29501","(843)-661-4770
(803)-734-9487",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry Correctional Institution,State,South Carolina,Pelzer,29669,"430 Oaklawn Road
Pelzer, SC 29669","430 Oaklawn Road
Pelzer, SC 29669","(864)-243-4700
(803)-737-1752",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgeland Correctional Institution,State,South Carolina,Ridgeland,29936,"5 Correctional Road
Ridgeland, SC 29936","P.O. Box 2039
Ridgeland, SC 29936","(843)-726-6888
(803)-896-3200",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trenton Correctional Institution,State,South Carolina,Trenton,29847,"84 Greenhouse Road
Trenton, SC 29847","84 Greenhouse Road
Trenton, SC 29847","(803)-896-3000
(803)-275-3301",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turbeville Correctional Institution,State,South Carolina,Turbeville,29162,"Highway 378
Turbeville, SC 29162","P.O. Box 252
Turbeville, SC 29162","(843)-659-4800
(803)-896-3100",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyger River Correctional Institution,State,South Carolina,Enoree,29335-9308,"200 Prison Road 
Enoree, SC 29335-9308","200 Prison Road 
Enoree, SC 29335-9308","(803)-896-3501
(803)-896-3601
(864)-583-6056",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walden and Stevenson Correctional Institutions and Camp,State,South Carolina,Columbia,29210,"4340 Broad River Road
Columbia, SC 29210","4340 Broad River Road
Columbia, SC 29210","Walden (803)-896-8580
Stevenson (803)-896-8575",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wateree River Correctional Institution,State,South Carolina,Rembert,29128,"Highway 261
Rembert, SC 29128","P.O. Box 189
Rembert, SC 29128-0189","(803)-432-6191
(803)-896-3400",https://www.doc.sc.gov/institutions,https://www.doc.sc.gov/family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
