Facility Name,Facility Type,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Emanuel Womens Facility,State,Georgia,Swainsboro,30401,"Emanuel Womens Facility
714 Gumlog Road
Swainsboro, GA 30401","​Emanuel Womens Facility
P.O. Box 218
Swainsboro, GA 30401",(478)-289-2755,https://gdc.georgia.gov/locations/emanuel-womens-facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County Correctional Institution,County Jail,Georgia,Rome,30161-9567,"Floyd County Correctional Institution
329 Black Bluff Road, SW
Rome, GA 30161-9567","Floyd County Correctional Institution
329 Black Bluff Road, SW
Rome, GA 30161-9567",(706)-236-2494,https://gdc.georgia.gov/locations/floyd-county-correctional-institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia Diagnostic and Classification Prison,State,Georgia,Jackson,30233,"Georgia Diagnostic and Classification Prison
Highway 36 West
Jackson, GA 30233","​Georgia Diagnostic and Classification Prison
P.O. Box 3877
Jackson, GA 30233",(770)-504-2000,https://gdc.georgia.gov/locations/ga-diagnostic-class-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia State Prison,State,Georgia,Reidsville,30453,"Georgia State Prison
300 1st Ave South
Reidsville, GA 30453","​Georgia State Prison
300 1st Ave South
Reidsville, GA 30453",(912)-557-7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwinnett County Correctional Institution,County Jail,Georgia,Lawrenceville,30043,"Gwinnett County Correctional Institution
750 High Hope Road
Lawrenceville, GA 30043","​Gwinnett County Correctional Institution
750 High Hope Road
Lawrenceville, GA 30043",(678)-407-6000,https://gdc.georgia.gov/locations/gwinnett-county-correctional-institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hall County Correctional Institution,County Jail,Georgia,Gainesville,30507,"Hall County Correctional Institution
1694 Barber Road
Gainesville, GA 30507","Hall County Correctional Institution
1694 Barber Road
Gainesville, GA 30507",(770)-531-6872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hancock State Prison,State,Georgia,Sparta,31087,"Hancock State Prison
701 Prison Boulevard
Sparta, GA 31087","​Hancock State Prison
P.O. Box 339
Sparta, GA 31087",(706)-444-1000,https://gdc.georgia.gov/locations/hancock-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris County Correctional Institution,County Jail,Georgia,Hamilton,31811,"Harris County Correctional Institution
9982 Highway 116
Hamilton, GA 31811","Harris County Correctional Institution
9982 Highway 116
Hamilton, GA 31811",(706)-628-4959,https://gdc.georgia.gov/locations/harris-county-correctional-institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hays State Prison,State,Georgia,Trion,30753,"Hays State Prison
777 Underwood Road
Trion, GA 30753","​Hays State Prison
P.O. Box 668
Trion, GA 30753",(706)-857-0400,https://gdc.georgia.gov/locations/hays-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County Correctional Institution,State,Georgia,Jefferson,30549,"Jackson County Correctional Institution
265 I.W. Davis Road
Jefferson, GA 30549","​Jackson County Correctional Institution
265 I.W. Davis Road
Jefferson, GA 30549",(706)-367-5287,https://gdc.georgia.gov/locations/jackson-county-correctional-institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County Correctional Institution,County Jail,Georgia,Louisville,30434,"Jefferson County Correctional Institution
1159 Clarks Mill Road
Louisville, GA 30434","​Jefferson County Correctional Institution
1159 Clarks Mill Road
Louisville, GA 30434",(478)-625-7230,https://www.jeffersoncountyny.gov/departments/SheriffsOffice/correctional-facility,https://www.jeffersoncountyny.gov/departments/SheriffsOffice/correctional-facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson State Prison,State,Georgia,Wrightsville,31096,"Johnson State Prison
290 Donovan-Harrison Road
Wrightsville, GA 31096","Johnson State Prison
P.O. Box 344
Wrightsville, GA 31096",(478)-864-4100,https://georgia.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee State Prison,State,Georgia,Leesburg,31763,"Lee State Prison
153 Pinewood Drive
Leesburg, GA 31763","​Lee State Prison
153 Pinewood Drive
Leesburg, GA 31763",(229)-759-3110,https://gdc.georgia.gov/locations/lee-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long State Prison,State,Georgia,Ludowici,31316,"Long State Prison
1434 US 84 East
Ludowici, GA 31316","Long State Prison
P.O. Box 70
Ludowici, GA 31316",(912)-545-3777,https://gdc.georgia.gov/locations/long-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macon State Prison,State,Georgia,Oglethorpe,31068,"Macon State Prison
2728 Highway 49 South
Oglethorpe, GA 31068","​Macon State Prison
P.O. Box 426
Oglethorpe, GA 31068",(478)-472-3400,https://gdc.georgia.gov/locations/macon-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Correctional Institution,County Jail,Georgia,Camilla,31908,"Mitchell County Correctional Institution
4838 Highway 37 East
Camilla, GA 31908","​Mitchell County Correctional Institution
Route 4, P.O. Box 228C
Camilla, GA 31730",(229)-336-2045,https://www.mitchellcountyga.net/correctionalinstitute.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery State Prison,State,Georgia,Mount Vernon,30445,"Montgomery State Prison
650 Mt. Vernon/Alston Road
Mount Vernon, GA 30445","Montgomery State Prison
P.O. Box 256
Mount Vernon, GA 30445",(912)-583-3600,https://gdc.georgia.gov/locations/montgomery-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscogee County Correctional Institution,County Jail,Georgia,Columbus,31908-4041,"Muscogee County Correctional Institution
7175 Sacerdote Lane
Columbus, GA 31908-4041","​Muscogee County Correctional Institution
P.O. Box 84041
Columbus, GA 31908-4041",(706)-561-3220,https://gdc.georgia.gov/locations/muscogee-county-correctional-institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips State Prison,State,Georgia,Buford,30519,"Philips State Prison
2989 West Rock Quarry Road
Buford, GA 30519","​Philips State Prison
2989 West Rock Quarry Road
Buford, GA 30519",(770)-932-4500,https://gdc.georgia.gov/locations/phillips-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulaski State Prison,State,Georgia,Hawkinsville,31036,"Pulaski State Prison
373 Upper River Road
Hawkinsville, GA 31036","Pulaski State Prison
P.O. Box 839
Hawkinsville, GA 31036",(478)-783-6000,https://gdc.georgia.gov/locations/pulaski-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond County Correctional Institution,County Jail,Georgia,Augusta,30906,"Richmond County Correctional Institution
2314 Tobacco Road
Augusta, GA 30906","​Richmond County Correctional Institution
2314 Tobacco Road
Augusta, GA 30906",(706)-798-5572,https://www.augustaga.gov/829/RCCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers State Prison,State,Georgia,Reidsville,30453,"Rogers State Prison
1978 Georgia Highway 147
Reidsville, GA 30453","​Rogers State Prison
1978 Georgia Highway 147
Reidsville, GA 30453",(912)-557-7771,https://gdc.georgia.gov/locations/rogers-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutledge State Prison,State,Georgia,Columbus,31908,"Rutledge State Prison
7175 Manor Road
Columbus, GA 31908","​Rutledge State Prison
P.O. Box 8409
Columbus, GA 31908",(706)-568-2340,https://gdc.georgia.gov/locations/rutledge-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screven County Correctional Institution,County Jail,Georgia,Sylvania,30467,"Screven County Correctional Institution
859 Rockyford Road
Sylvania, GA 30467","​Screven County Correctional Institution
P.O. Box 377
Sylvania, GA 30467",(912)-863-4555,https://gdc.georgia.gov/locations/screven-county-correctional-institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith State Prison,State,Georgia,Glennville,30427,"Smith State Prison
9676 Highway 301 North
Glennville, GA 30427","​Smith State Prison
P.O. Box 726
Glennville, GA 30427",(912)-654-5000,https://gdc.georgia.gov/locations/smith-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spalding County Correctional Institution,County Jail,Georgia,Griffin,30224,"Spalding County Correctional Institution
295 Justice Boulevard
Griffin, GA 30224","​Spalding County Correctional Institution
295 Justice Boulevard
Griffin, GA 30224",(770)-467-4760,https://www.spaldingcounty.com/departments-services/inmate-mail,https://www.spaldingcounty.com/departments-services/inmate-mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telfair State Prison,State,Georgia,Helena,31037,"Telfair State Prison
210 Longbridge Road
Helena, GA 31037","​Telfair State Prison
P.O. Box 549
Helena, GA 31037",(229)-868-7721,https://gdc.georgia.gov/locations/telfair-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell County Correctional Institution,County Jail,Georgia,Dawson,39842,"Terrell County Correctional Institution
3108 Albany Highway
Dawson, GA 39842","​Terrell County Correctional Institution
3108 Albany Highway
Dawson, GA 39842",(229)-995-5381,https://gdc.georgia.gov/locations/terrell-county-correctional-institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas County Correctional Institution,County Jail,Georgia,Thomasville,31757,"Thomas County Correctional Institution
324 County Farm Road
Thomasville, GA 31757","​Thomas County Correctional Institution
324 County Farm Road
Thomasville, GA 31757",(229)-226-4394,https://gdc.georgia.gov/locations/thomas-county-jail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troup County Correctional Institution,County Jail,Georgia,Lagrange,30240,"Troup County Correctional Institution
2508 Hamilton Road
Lagrange, GA 30240","​Troup County Correctional Institution
2508 Hamilton Road
Lagrange, GA 30240",(706)-883-1720,https://gdc.georgia.gov/locations/troup-county-jail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valdosta State Prison and Annex,State,Georgia,Valdosta,31603,"Valdosta State Prison
3259 Valtech Road
Valdosta, GA 31603","Valdosta State Prison
P.O. Box 310
Valdosta, GA 31603

Valdosta State Prison Annex
P.O. Box 5367
Valdosta, GA 31603",(229)-333-7900,https://gdc.georgia.gov/locations/valdosta-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker State Prison,State,Georgia,Rock Spring,30739,"Walker State Prison
97 Kevin Lane
Rock Spring, GA 30739","​Walker State Prison
P.O. Box 98
Rock Spring, GA 30739
",(706)-764-3600,https://gdc.georgia.gov/locations/walker-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ware State Prison,State,Georgia,Waycross,31501,"Ware State Prison
3620 Harris Road
Waycross, GA 31501","Ware State Prison
3620 Harris Road
Waycross, GA 31501",(912)-285-6400,https://gdc.georgia.gov/locations/ware-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington State Prison,State,Georgia,Davisboro,31018,"Washington State Prison
13262 Highway 24 East
Davisboro, GA 31018","Washington State Prison
P.O. Box 206
Davisboro, GA 31018

Washington State Prison Annex
P.O. Box 128
Davisboro, GA 31018",(478)-348-5814,https://gdc.georgia.gov/locations/washington-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheeler Correctional Facility,County Jail,Georgia,Alamo,30411,"Wheeler Correctional Facility
1100 North Broad Street
Alamo, GA 30411","​Wheeler Correctional Facility
P.O. Box 466
Alamo, GA 30411",(912)-568-1731,https://www.corecivic.com/facilities/wheeler-correctional-facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilcox State Prison,State,Georgia,Abbeville,31001,"Wilcox State Prison
470 South Broad Street
Abbeville, GA 31001","Wilcox State Prison
P.O. Box 397
Abbeville, GA 31001",(229)-467-3000,https://gdc.georgia.gov/locations/wilcox-state-prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
